film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
570,MERMAID INSECTS,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,2006,1,,5,4.99,104,20.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'fight':14 'husband':11,16 'insect':2 'lacklustur':4 'mermaid':1 'must':13 'waitress':8"
571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,2006,1,,6,2.99,161,26.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'armageddon':2 'baloon':19 'crocodil':11 'display':5 'factori':20 'lumberjack':8 'meet':14 'metal':1 'monkey':16 'must':13 'thrill':4
572,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,1,,4,2.99,64,9.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'baloon':21 'chef':13 'coma':2 'confront':16 'databas':8 'emot':4 'factori':22 'metropoli':1 'must':15 'pastri':12 'saga':5 'teacher':18
573,MICROCOSMOS PARADISE,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,2006,1,,6,2.99,105,22.99,PG-13,2007-09-10 17:46:03.905795,{Commentaries},'boat':9 'charact':5 'microcosmo':1 'must':14 'nigeria':20 'paradis':2 'shark':18 'sink':15 'student':12 'studi':6 'touch':4
574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,1,,3,0.99,86,19.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'chef':18 'husband':8 'midnight':1 'monasteri':21 'must':14 'pastri':17 'redeem':15 'reflect':5 'shark':12 'taut':4 'westward':2
575,MIDSUMMER GROUNDHOG,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,2006,1,,3,4.99,48,27.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'ancient':18 'chase':14 'crocodil':16 'dog':11 'fate':4 'groundhog':2 'japan':19 'midsumm':1 'moos':8 'must':13 'panorama':5
576,MIGHTY LUCK,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,2006,1,,7,2.99,122,13.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9
577,MILE MULAN,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,2006,1,,4,0.99,64,10.99,PG,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'cat':8 'confront':14 'convent':20 'epistl':5 'husband':11 'lacklustur':4 'mile':1 'mulan':2 'must':13 'mysql':19
578,MILLION ACE,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,2006,1,,4,4.99,142,16.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'ace':2 'brilliant':4 'desert':21 'documentari':5 'find':14 'million':1 'must':13 'sahara':20 'squirrel':11 'technic':16 'woman':8 'writer':17
579,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,2006,1,,3,4.99,149,22.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'administr':18 'crocodil':12 'databas':17 'mad':8 'mind':1 'monasteri':21 'must':14 'outgun':15 'scientist':9 'taut':4 'truman':2 'yarn':5
580,MINE TITANS,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,2006,1,,3,4.99,166,12.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'amaz':4 'berlin':19 'discov':14 'forens':16 'mine':1 'must':13 'psychologist':17 'robot':8 'titan':2 'woman':11 'yarn':5
581,MINORITY KISS,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,2006,1,,4,0.99,59,16.99,G,2007-09-10 17:46:03.905795,{Trailers},'display':5 'insight':4 'kiss':2 'lumberjack':8 'man':17 'meet':15 'minor':1 'must':14 'outback':20 'sumo':11 'wrestler':12
582,MIRACLE VIRTUAL,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,2006,1,,3,2.99,162,19.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'boy':11 'butler':8 'desert':21 'epistl':5 'find':14 'mad':16 'miracl':1 'must':13 'sahara':20 'scientist':17 'touch':4 'virtual':2
583,MISSION ZOOLANDER,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,2006,1,,3,4.99,164,26.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'abandon':21 'fun':22 'hous':23 'intrepid':4 'meet':15 'mission':1 'must':14 'shark':18 'stori':5 'sumo':8 'teacher':12 'wrestler':9 'zooland':2
584,MIXED DOORS,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,2006,1,,6,2.99,180,26.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'ancient':18 'door':2 'drama':5 'india':19 'lumberjack':11 'mix':1 'must':13 'pioneer':16 'succumb':14 'taut':4 'woman':8
585,MOB DUFFEL,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,2006,1,,4,0.99,105,25.99,G,2007-09-10 17:46:03.905795,{Trailers},'boat':11 'boy':16 'canadian':19 'documentari':5 'duffel':2 'frisbe':8 'meet':14 'mob':1 'must':13 'rocki':20 'unbeliev':4
586,MOCKINGBIRD HOLLYWOOD,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,2006,1,,4,0.99,60,27.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'berlin':18 'car':11 'compos':16 'hollywood':2 'man':8 'mockingbird':1 'must':13 'panorama':5 'sink':14 'thought':4
587,MOD SECRETARY,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,2006,1,,6,4.99,77,20.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'bore':4 'build':15 'cat':12 'cow':9 'documentari':5 'lumberjack':17 'mad':8 'mod':1 'must':14 'new':19 'orlean':20 'secretari':2
588,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'australia':18 'beauti':4 'boat':8 'crocodil':11 'dog':16 'fish':2 'model':1 'must':13 'outrac':14 'panorama':5
589,MODERN DORADO,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,2006,1,,3,0.99,74,20.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'boy':19 'butler':10 'dorado':2 'inspir':6 'modern':1 'must':16 'new':21 'orlean':22 'redeem':17 'stori':7 'sumo':13 'wrestler':14
590,MONEY HAROLD,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,1,,3,2.99,135,17.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'australia':18 'boat':11 'defeat':14 'explor':8 'harold':2 'money':1 'must':13 'robot':16 'tale':5 'touch':4
591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,1,,6,4.99,182,20.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19
592,MONSTER SPARTACUS,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,2006,1,,6,2.99,107,28.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'australia':20 'cat':13 'fast':5 'fast-pac':4 'fight':16 'girl':18 'monster':1 'must':15 'pace':6 'spartacus':2 'stori':7 'waitress':10
593,MONTEREY LABYRINTH,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,2006,1,,6,0.99,158,13.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'awe':5 'awe-inspir':4 'boat':23 'compos':13 'drama':7 'escap':16 'feminist':18 'inspir':6 'labyrinth':2 'monkey':10 'monterey':1 'must':15 'u':22 'u-boat':21
594,MONTEZUMA COMMAND,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,2006,1,,6,0.99,126,22.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},"'battl':14 'boat':20 'butler':11,16 'command':2 'jet':19 'montezuma':1 'must':13 'reflect':5 'thrill':4 'waitress':8"
595,MOON BUNCH,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,2006,1,,7,0.99,83,20.99,PG,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'astronaut':8 'baloon':20 'beauti':4 'bunch':2 'cat':17 'challeng':15 'cow':12 'factori':21 'mad':11 'moon':1 'must':14 'tale':5
596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,2006,1,,4,4.99,171,25.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4
597,MOONWALKER FOOL,An Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,1,,5,4.99,184,12.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'compos':16 'drama':5 'epic':4 'feminist':8 'fool':2 'moonwalk':1 'must':13 'new':18 'orlean':19 'pioneer':11 'sink':14
598,MOSQUITO ARMAGEDDON,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,2006,1,,6,0.99,57,22.99,G,2007-09-10 17:46:03.905795,{Trailers},'ancient':19 'armageddon':2 'build':15 'charact':5 'feminist':12 'japan':20 'mosquito':1 'must':14 'studi':6 'teacher':17 'thought':4 'waitress':9
599,MOTHER OLEANDER,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,2006,1,,3,0.99,103,20.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'ancient':18 'bore':4 'boy':11 'china':19 'fight':14 'husband':8 'mother':1 'must':13 'oleand':2 'squirrel':16 'tale':5
600,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':21 'awe':5 'awe-inspir':4 'car':18 'detail':2 'dog':10 'fun':22 'hous':23 'inspir':6 'kill':16 'motion':1 'must':15 'reflect':7 'student':13
601,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,1,,4,0.99,79,20.99,PG-13,2007-09-10 17:46:03.905795,{Trailers},'abandon':20 'astound':4 'battl':15 'cat':12 'forens':8 'mine':21 'moulin':1 'must':14 'psychologist':9 'shaft':22 'stori':5 'teacher':17 'wake':2
602,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'chase':14 'display':5 'lacklustur':4 'lumberjack':11 'mourn':1 'must':13 'new':18 'orlean':19 'pioneer':16 'purpl':2 'waitress':8
603,MOVIE SHAKESPEARE,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,1,,6,4.99,53,27.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'berlin':19 'build':15 'databas':8 'display':5 'hunter':17 'insight':4 'movi':1 'must':14 'shakespear':2 'student':12
604,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,1,,4,0.99,160,10.99,G,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'baloon':19 'dentist':16 'emot':4 'moon':2 'mulan':1 'must':13 'overcom':14 'pioneer':11 'saga':5 'woman':8
605,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'battl':16 'beast':2 'boat':23 'display':7 'husband':10 'inspir':6 'jet':22 'mulholland':1 'must':15 'squirrel':13 'sumo':18 'wrestler':19
606,MUMMY CREATURES,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,2006,1,,3,0.99,160,15.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'australia':19 'charact':5 'creatur':2 'crocodil':9 'dentist':17 'fate':4 'meet':15 'monkey':12 'mummi':1 'must':14 'studi':6
607,MUPPET MILE,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,2006,1,,5,4.99,50,18.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'frisbe':16 'gulf':19 'kill':14 'lacklustur':4 'madman':8 'mexico':21 'mile':2 'muppet':1 'must':13 'stori':5 'teacher':11
608,MURDER ANTITRUST,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,2006,1,,6,2.99,166,11.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5
609,MUSCLE BRIGHT,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,1,,7,2.99,185,23.99,G,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'ancient':19 'bright':2 'husband':12 'india':20 'madman':17 'muscl':1 'must':14 'panorama':5 'redeem':15 'stun':4 'sumo':8 'wrestler':9
610,MUSIC BOONDOCK,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,2006,1,,7,0.99,129,17.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'astronaut':11 'battl':14 'boondock':2 'butler':8 'explor':16 'first':19 'man':20 'music':1 'must':13 'space':21 'station':22 'tale':5 'thrill':4
611,MUSKETEERS WAIT,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,2006,1,,7,4.99,73,17.99,PG,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'australia':19 'cow':17 'fight':14 'mad':16 'moos':11 'musket':1 'must':13 'student':8 'touch':4 'wait':2 'yarn':5
612,MUSSOLINI SPOILERS,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,2006,1,,6,2.99,180,10.99,G,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'ancient':18 'boat':8 'china':19 'compos':16 'display':5 'meet':14 'monkey':11 'mussolini':1 'must':13 'spoiler':2 'thrill':4
613,MYSTIC TRUMAN,An Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,2006,1,,5,0.99,92,19.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'epic':4 'explor':16 'georgia':19 'hunter':11 'must':13 'mystic':1 'outgun':14 'soviet':18 'teacher':8 'truman':2 'yarn':5
614,NAME DETECTIVE,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,2006,1,,5,4.99,178,11.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'cat':12 'detect':2 'mad':17 'must':14 'name':1 'nigeria':20 'pursu':15 'saga':5 'scientist':18 'sumo':8 'touch':4 'wrestler':9
615,NASH CHOCOLAT,An Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,2006,1,,6,2.99,180,21.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'abandon':21 'chocolat':2 'cow':12 'epic':4 'forens':17 'kill':15 'mad':11 'mine':22 'monkey':8 'must':14 'nash':1 'psychologist':18 'reflect':5 'shaft':23
616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,2006,1,,4,2.99,92,19.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},'california':19 'epistl':5 'escap':15 'girl':12 'mad':8 'monkey':17 'must':14 'nation':1 'scientist':9 'stori':2 'taut':4
617,NATURAL STOCK,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,2006,1,,4,0.99,50,24.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'baloon':22 'car':19 'defeat':17 'factori':23 'fast':5 'fast-pac':4 'girl':14 'must':16 'natur':1 'pace':6 'stock':2 'stori':7 'sumo':10 'wrestler':11
618,NECKLACE OUTBREAK,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,,3,0.99,132,21.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13
619,NEIGHBORS CHARADE,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,2006,1,,3,0.99,161,20.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'abandon':19 'amus':20 'astronaut':11 'charad':2 'crocodil':8 'fanci':4 'feminist':16 'must':13 'neighbor':1 'outrac':14 'park':21 'reflect':5
620,NEMO CAMPUS,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,2006,1,,5,2.99,131,23.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},'campus':2 'lacklustur':4 'manhattan':19 'monkey':8 'must':13 'nemo':1 'outrac':14 'penthous':20 'reflect':5 'squirrel':11 'woman':16
621,NETWORK PEAK,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,1,,5,2.99,75,23.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':11 'butler':8 'california':19 'mad':16 'must':13 'network':1 'outgun':14 'peak':2 'reflect':5 'scientist':17 'unbeliev':4
622,NEWSIES STORY,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,2006,1,,4,0.99,159,25.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'action':5 'action-pack':4 'charact':7 'dog':11 'gulf':22 'lumberjack':14 'mexico':24 'moos':19 'must':16 'newsi':1 'outrac':17 'pack':6 'stori':2 'studi':8
623,NEWTON LABYRINTH,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,2006,1,,4,0.99,75,9.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':20 'charact':5 'find':15 'india':21 'intrepid':4 'labyrinth':2 'moos':9 'must':14 'newton':1 'shark':18 'studi':6 'waitress':12
624,NIGHTMARE CHILL,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,2006,1,,3,4.99,149,25.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16
625,NONE SPIKING,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,1,,3,0.99,83,18.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'agent':9 'astronaut':12 'bore':4 'compos':17 'face':15 'manhattan':20 'must':14 'none':1 'penthous':21 'reflect':5 'secret':8 'spike':2
626,NOON PAPI,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,1,,5,2.99,57,12.99,G,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'astronaut':13 'charact':5 'find':16 'mad':9 'manhattan':21 'must':15 'noon':1 'papi':2 'penthous':22 'pioneer':18 'scientist':10 'studi':6 'unbeliev':4
627,NORTH TEQUILA,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,2006,1,,4,4.99,67,9.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'charact':5 'cow':10 'mad':9 'must':15 'new':20 'north':1 'orlean':21 'reach':16 'robot':13 'studi':6 'tequila':2 'woman':18
628,NORTHWEST POLISH,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,2006,1,,5,2.99,172,24.99,PG,2007-09-10 17:46:03.905795,{Trailers},'bore':4 'boy':9 'charact':5 'must':15 'northwest':1 'outback':21 'outrac':16 'polish':2 'shark':13 'studi':6 'woman':18
629,NOTORIOUS REUNION,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,2006,1,,7,0.99,128,9.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'amaz':4 'baloon':19 'epistl':5 'fight':14 'hunter':16 'must':13 'notori':1 'reunion':2 'squirrel':11 'woman':8
630,NOTTING SPEAKEASY,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,2006,1,,7,0.99,48,19.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'butler':8 'canadian':19 'display':5 'find':14 'must':13 'not':1 'rocki':20 'speakeasi':2 'thought':4 'waitress':16 'woman':11
631,NOVOCAINE FLIGHT,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,1,,4,0.99,64,11.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'crocodil':16 'display':5 'fanci':4 'flight':2 'must':13 'nigeria':18 'novocain':1 'outgun':14 'student':8 'teacher':11
632,NUTS TIES,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,2006,1,,5,4.99,145,10.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'california':18 'drama':5 'explor':8 'meet':14 'must':13 'nut':1 'teacher':16 'thought':4 'tie':2 'woman':11
633,OCTOBER SUBMARINE,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,2006,1,,6,4.99,54,10.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'boat':20 'boy':11 'confront':14 'epistl':5 'husband':16 'jet':19 'monkey':8 'must':13 'octob':1 'submarin':2 'taut':4
634,ODDS BOOGIE,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,2006,1,,6,0.99,48,14.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'battl':14 'berlin':18 'boogi':2 'feminist':8 'hunter':16 'madman':11 'must':13 'odd':1 'thrill':4 'yarn':5
635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11
636,OLEANDER CLUE,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,2006,1,,5,0.99,161,12.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'boat':21 'bore':4 'clue':2 'forens':16 'jet':20 'monkey':11 'must':13 'oleand':1 'psychologist':17 'stori':5 'succumb':14 'teacher':8
637,OPEN AFRICAN,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,2006,1,,7,4.99,131,16.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'african':2 'agent':9 'boat':22 'car':17 'discov':15 'drama':5 'explor':12 'lacklustur':4 'must':14 'open':1 'secret':8 'u':21 'u-boat':20
638,OPERATION OPERATION,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,2006,1,,7,2.99,156,23.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'charact':5 'china':20 'frisbe':12 'intrepid':4 'madman':17 'man':9 'must':14 'oper':1,2 'overcom':15 'studi':6"
639,OPPOSITE NECKLACE,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,2006,1,,7,4.99,92,9.99,PG,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'crocodil':8 'epistl':5 'explor':16 'fate':4 'kill':14 'moos':11 'must':13 'necklac':2 'nigeria':18 'opposit':1
640,OPUS ICE,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,2006,1,,5,4.99,102,21.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'boy':13 'desert':22 'discov':16 'drama':7 'fast':5 'fast-pac':4 'feminist':18 'hunter':10 'ice':2 'must':15 'opus':1 'pace':6 'sahara':21
641,ORANGE GRAPES,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,2006,1,,4,0.99,76,21.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'astound':4 'boat':21 'butler':8 'documentari':5 'dog':16 'face':14 'grape':2 'must':13 'orang':1 'u':20 'u-boat':19 'woman':11
642,ORDER BETRAYED,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,2006,1,,7,2.99,120,13.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'amaz':4 'betray':2 'cat':17 'challeng':15 'desert':21 'dog':8 'must':14 'order':1 'saga':5 'sahara':20 'shark':12
643,ORIENT CLOSER,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,2006,1,,3,2.99,118,22.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'astound':4 'closer':2 'desert':21 'epistl':5 'fight':15 'must':14 'orient':1 'sahara':20 'squirrel':17 'teacher':12 'technic':8 'writer':9
644,OSCAR GOLD,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,2006,1,,7,2.99,115,29.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'administr':9 'databas':8 'dog':12 'face':15 'georgia':20 'gold':2 'insight':4 'madman':17 'must':14 'oscar':1 'soviet':19 'tale':5
